NHBDKAOG_00003	K07334	toxin HigB-1  
NHBDKAOG_03187	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51] 
NHBDKAOG_03190	K05541	tRNA-dihydrouridine synthase C [EC:1.-.-.-]
NHBDKAOG_03191	K07667	two-component system, OmpR family,
NHBDKAOG_03192	K07646	two-component system, OmpR family,
NHBDKAOG_03193	K01548	potassium-transporting ATPase KdpC subunit
NHBDKAOG_03194	K01547	potassium-transporting ATPase ATP-binding subunit
NHBDKAOG_03195	K01546	potassium-transporting ATPase potassium-binding subunit
NHBDKAOG_03196	K01545	potassium-transporting ATPase KdpF subunit
NHBDKAOG_03197	K03321	sulfate permease, SulP family
NHBDKAOG_03199	K00135	succinate-semialdehyde dehydrogenase / glutarate-semialdehyde
NHBDKAOG_03201	K03455	monovalent cation:H+ antiporter-2, CPA2
NHBDKAOG_03209	K02238	competence protein ComEC 
NHBDKAOG_03210	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_03210	K07216	hemerythrin   
NHBDKAOG_03211	K09810	lipoprotein-releasing system ATP-binding protein
NHBDKAOG_03211	K02003	putative ABC transport system
NHBDKAOG_03212	K09808	lipoprotein-releasing system permease protein
NHBDKAOG_03212	K02004	putative ABC transport system
NHBDKAOG_03214	K07462	single-stranded-DNA-specific exonuclease [EC:3.1.-.-] 
NHBDKAOG_03215	K01624	fructose-bisphosphate aldolase, class II
NHBDKAOG_03216	K00895	diphosphate-dependent phosphofructokinase [EC:2.7.1.90] 
NHBDKAOG_03224	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_03226	K02836	peptide chain release factor
NHBDKAOG_03227	K04567	lysyl-tRNA synthetase, class II
NHBDKAOG_03228	K15461	tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional
NHBDKAOG_03230	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49] 
NHBDKAOG_03233	K06916	cell division protein ZapE
NHBDKAOG_03234	K07160	5-oxoprolinase (ATP-hydrolysing) subunit A
NHBDKAOG_03237	K01737	6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50]
NHBDKAOG_03239	K07814	putative two-component system response
NHBDKAOG_03242	K03776	aerotaxis receptor  
NHBDKAOG_03242	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_03242	K07216	hemerythrin   
NHBDKAOG_03244	K07076	uncharacterized protein  
NHBDKAOG_03248	K03699	putative hemolysin  
NHBDKAOG_03249	K03699	putative hemolysin  
NHBDKAOG_03251	K03324	phosphate:Na+ symporter  
NHBDKAOG_03252	K03699	putative hemolysin  
NHBDKAOG_03253	K03699	putative hemolysin  
NHBDKAOG_03254	K03699	putative hemolysin  
NHBDKAOG_03255	K03498	trk system potassium uptake
NHBDKAOG_03261	K00525	ribonucleoside-diphosphate reductase alpha chain
NHBDKAOG_03264	K06999	phospholipase/carboxylesterase   
NHBDKAOG_03267	K00864	glycerol kinase [EC:2.7.1.30] 
NHBDKAOG_03275	K00865	glycerate 2-kinase [EC:2.7.1.165] 
NHBDKAOG_03276	K00625	phosphate acetyltransferase [EC:2.3.1.8] 
NHBDKAOG_03276	K00634	phosphate butyryltransferase [EC:2.3.1.19] 
NHBDKAOG_03277	K18005	[NiFe] hydrogenase diaphorase moiety
NHBDKAOG_03278	K18006	[NiFe] hydrogenase diaphorase moiety
NHBDKAOG_03279	K02674	type IV pilus assembly
NHBDKAOG_03280	K02673	type IV pilus assembly
NHBDKAOG_03281	K02672	type IV pilus assembly
NHBDKAOG_03282	K02671	type IV pilus assembly
NHBDKAOG_03283	K08084	type IV fimbrial biogenesis
NHBDKAOG_03284	K02655	type IV pilus assembly
NHBDKAOG_03289	K09793	uncharacterized protein  
NHBDKAOG_03291	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_03307	K07497	putative transposase  
NHBDKAOG_03309	K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]
NHBDKAOG_03310	K02337	DNA polymerase III subunit
NHBDKAOG_03312	K03750	molybdopterin molybdotransferase [EC:2.10.1.1] 
NHBDKAOG_03313	K03639	GTP 3',8-cyclase [EC:4.1.99.22] 
NHBDKAOG_03319	K02387	flagellar basal-body rod protein
NHBDKAOG_03320	K02388	flagellar basal-body rod protein
NHBDKAOG_03321	K02389	flagellar basal-body rod modification
NHBDKAOG_03322	K02390	flagellar hook protein FlgE
NHBDKAOG_03323	K02391	flagellar basal-body rod protein
NHBDKAOG_03324	K02392	flagellar basal-body rod protein
NHBDKAOG_03325	K02393	flagellar L-ring protein precursor
NHBDKAOG_03326	K02394	flagellar P-ring protein precursor
NHBDKAOG_03327	K02395	flagellar protein FlgJ 
NHBDKAOG_03328	K02396	flagellar hook-associated protein 1
NHBDKAOG_03329	K02397	flagellar hook-associated protein 3
NHBDKAOG_03332	K21470	L,D-transpeptidase YcbB  
NHBDKAOG_03333	K03154	sulfur carrier protein 
NHBDKAOG_03334	K03149	thiazole synthase [EC:2.8.1.10] 
NHBDKAOG_03335	K03439	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33] 
NHBDKAOG_03336	K03832	periplasmic protein TonB 
NHBDKAOG_03339	K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66] 
NHBDKAOG_03340	K00989	ribonuclease PH [EC:2.7.7.56] 
NHBDKAOG_03341	K20074	PPM family protein phosphatase
NHBDKAOG_03344	K02428	XTP/dITP diphosphohydrolase [EC:3.6.1.66] 
NHBDKAOG_03345	K03630	DNA repair protein RadC
NHBDKAOG_03346	K00003	homoserine dehydrogenase [EC:1.1.1.3] 
NHBDKAOG_03347	K14260	alanine-synthesizing transaminase [EC:2.6.1.66 2.6.1.2]
NHBDKAOG_03348	K14261	alanine-synthesizing transaminase [EC:2.6.1.-] 
NHBDKAOG_03349	K09008	NADH dehydrogenase [ubiquinone] 1
NHBDKAOG_03355	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
NHBDKAOG_03355	K08884	serine/threonine protein kinase, bacterial
NHBDKAOG_03358	K03413	two-component system, chemotaxis family,
NHBDKAOG_03359	K01069	hydroxyacylglutathione hydrolase [EC:3.1.2.6] 
NHBDKAOG_03361	K03469	ribonuclease HI [EC:3.1.26.4] 
NHBDKAOG_03362	K02342	DNA polymerase III subunit
NHBDKAOG_03362	K09951	CRISPR-associated protein Cas2 
NHBDKAOG_03364	K05540	tRNA-dihydrouridine synthase B [EC:1.-.-.-]
NHBDKAOG_03365	K03557	Fis family transcriptional regulator,
NHBDKAOG_03366	K00602	phosphoribosylaminoimidazolecarboxamide formyltransferase / IMP
NHBDKAOG_03367	K01945	phosphoribosylamine---glycine ligase [EC:6.3.4.13] 
NHBDKAOG_03368	K00228	coproporphyrinogen III oxidase [EC:1.3.3.3]
NHBDKAOG_03369	K01719	uroporphyrinogen-III synthase [EC:4.2.1.75] 
NHBDKAOG_03370	K01749	hydroxymethylbilane synthase [EC:2.5.1.61] 
NHBDKAOG_03372	K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107] 
NHBDKAOG_03373	K08083	two-component system, LytTR family,
NHBDKAOG_03374	K08082	two-component system, LytTR family,
NHBDKAOG_03375	K01755	argininosuccinate lyase [EC:4.3.2.1] 
NHBDKAOG_03376	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
NHBDKAOG_03376	K08884	serine/threonine protein kinase, bacterial
NHBDKAOG_03378	K07390	monothiol glutaredoxin  
NHBDKAOG_03379	K02493	release factor glutamine methyltransferase
NHBDKAOG_03380	K02835	peptide chain release factor
NHBDKAOG_03381	K02492	glutamyl-tRNA reductase [EC:1.2.1.70] 
NHBDKAOG_03385	K02045	sulfate/thiosulfate transport system ATP-binding
NHBDKAOG_03385	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2] 
NHBDKAOG_03386	K02047	sulfate/thiosulfate transport system permease
NHBDKAOG_03387	K02046	sulfate/thiosulfate transport system permease
NHBDKAOG_03388	K02048	sulfate/thiosulfate transport system substrate-binding
NHBDKAOG_03389	K07262	serine-type D-Ala-D-Ala endopeptidase (penicillin-binding
NHBDKAOG_03390	K07001	NTE family protein 
NHBDKAOG_03391	K00029	malate dehydrogenase (oxaloacetate-decarboxylating)(NADP+) [EC:1.1.1.40]
NHBDKAOG_03392	K01596	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
NHBDKAOG_03394	K03806	N-acetyl-anhydromuramoyl-L-alanine amidase [EC:3.5.1.28] 
NHBDKAOG_03395	K02667	two-component system, NtrC family,
NHBDKAOG_03396	K02668	two-component system, NtrC family,
NHBDKAOG_03401	K02523	octaprenyl-diphosphate synthase [EC:2.5.1.90] 
NHBDKAOG_03402	K07444	putative N6-adenine-specific DNA methylase
NHBDKAOG_03403	K08973	putative membrane protein 
NHBDKAOG_03405	K00523	CDP-4-dehydro-6-deoxyglucose reductase, E3 [EC:1.17.1.1]
NHBDKAOG_03411	K00372	assimilatory nitrate reductase catalytic
NHBDKAOG_03413	K03831	molybdopterin adenylyltransferase [EC:2.7.7.75] 
NHBDKAOG_03413	K06999	phospholipase/carboxylesterase   
NHBDKAOG_03414	K09889	ribosome-associated protein  
NHBDKAOG_03415	K03592	PmbA protein  
NHBDKAOG_03417	K20444	O-antigen biosynthesis protein [EC:2.4.1.-]
NHBDKAOG_03418	K09691	lipopolysaccharide transport system ATP-binding
NHBDKAOG_03419	K09690	lipopolysaccharide transport system permease
NHBDKAOG_03420	K01790	dTDP-4-dehydrorhamnose 3,5-epimerase [EC:5.1.3.13] 
NHBDKAOG_03421	K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24] 
NHBDKAOG_03426	K05794	tellurite resistance protein TerC
NHBDKAOG_03427	K01673	carbonic anhydrase [EC:4.2.1.1] 
NHBDKAOG_03428	K03799	heat shock protein HtpX
NHBDKAOG_03430	K03717	LysR family transcriptional regulator,
NHBDKAOG_03433	K09931	uncharacterized protein  
NHBDKAOG_03435	K02888	large subunit ribosomal protein
NHBDKAOG_03436	K02899	large subunit ribosomal protein
NHBDKAOG_03437	K03979	GTPase [EC:3.6.5.-]  
NHBDKAOG_03438	K00931	glutamate 5-kinase [EC:2.7.2.11] 
NHBDKAOG_03442	K09137	uncharacterized protein  
NHBDKAOG_03443	K06199	fluoride exporter  
NHBDKAOG_03447	K18778	cell division protein ZapD
NHBDKAOG_03448	K00859	dephospho-CoA kinase [EC:2.7.1.24] 
NHBDKAOG_03450	K06001	tryptophan synthase beta chain
NHBDKAOG_03451	K01611	S-adenosylmethionine decarboxylase [EC:4.1.1.50] 
NHBDKAOG_03452	K07552	MFS transporter, DHA1 family,
NHBDKAOG_03453	K07391	magnesium chelatase family protein
NHBDKAOG_03454	K09806	uncharacterized protein  
NHBDKAOG_03455	K04752	nitrogen regulatory protein P-II
NHBDKAOG_03455	K04751	nitrogen regulatory protein P-II
NHBDKAOG_03456	K03320	ammonium transporter, Amt family
NHBDKAOG_03470	K21498	antitoxin HigA-1  
NHBDKAOG_03471	K07726	putative transcriptional regulator 
NHBDKAOG_03474	K23548	uptake hydrogenase small subunit
NHBDKAOG_03475	K19641	two-component system, NtrC family,
NHBDKAOG_03476	K19640	putative two-component system protein,
NHBDKAOG_03477	K04655	hydrogenase expression/formation protein HypE
NHBDKAOG_03478	K04654	hydrogenase expression/formation protein HypD
NHBDKAOG_03480	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
NHBDKAOG_03480	K08884	serine/threonine protein kinase, bacterial
NHBDKAOG_03481	K20074	PPM family protein phosphatase
NHBDKAOG_03482	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
NHBDKAOG_03482	K08884	serine/threonine protein kinase, bacterial
NHBDKAOG_03486	K01733	threonine synthase [EC:4.2.3.1] 
NHBDKAOG_03497	K04653	hydrogenase expression/formation protein HypC
NHBDKAOG_03498	K04656	hydrogenase maturation protein HypF
NHBDKAOG_03498	K01512	acylphosphatase [EC:3.6.1.7]  
NHBDKAOG_03499	K04652	hydrogenase nickel incorporation protein
NHBDKAOG_03500	K04651	hydrogenase nickel incorporation protein
NHBDKAOG_03502	K02193	heme exporter protein A
NHBDKAOG_03503	K02194	heme exporter protein B
NHBDKAOG_03504	K02195	heme exporter protein C
NHBDKAOG_03505	K02196	heme exporter protein D
NHBDKAOG_03506	K02197	cytochrome c-type biogenesis protein
NHBDKAOG_03507	K02198	cytochrome c-type biogenesis protein
NHBDKAOG_03508	K02199	cytochrome c biogenesis protein
NHBDKAOG_03509	K02200	cytochrome c-type biogenesis protein
NHBDKAOG_03510	K02200	cytochrome c-type biogenesis protein
NHBDKAOG_03511	K07075	uncharacterized protein  
NHBDKAOG_03523	K01720	2-methylcitrate dehydratase [EC:4.2.1.79] 
NHBDKAOG_03524	K01659	2-methylcitrate synthase [EC:2.3.3.5] 
NHBDKAOG_03525	K03642	rare lipoprotein A 
NHBDKAOG_03527	K03644	lipoyl synthase [EC:2.8.1.8] 
NHBDKAOG_03528	K03801	lipoyl(octanoyl) transferase [EC:2.3.1.181] 
NHBDKAOG_03529	K09158	uncharacterized protein  
NHBDKAOG_03530	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding
NHBDKAOG_03532	K03642	rare lipoprotein A 
NHBDKAOG_03533	K05837	rod shape determining protein
NHBDKAOG_03534	K05515	penicillin-binding protein 2 [EC:3.4.16.4]
NHBDKAOG_03535	K03571	rod shape-determining protein MreD
NHBDKAOG_03536	K03570	rod shape-determining protein MreC
NHBDKAOG_03537	K03569	rod shape-determining protein MreB
NHBDKAOG_03538	K02435	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit C
NHBDKAOG_03539	K02433	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A
NHBDKAOG_03539	K01426	amidase [EC:3.5.1.4]  
NHBDKAOG_03540	K02434	aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B
NHBDKAOG_03542	K00762	orotate phosphoribosyltransferase [EC:2.4.2.10] 
NHBDKAOG_03543	K01142	exodeoxyribonuclease III [EC:3.1.11.2] 
NHBDKAOG_03544	K05594	ElaB protein  
NHBDKAOG_03547	K10800	single-strand selective monofunctional uracil
NHBDKAOG_03548	K08218	MFS transporter, PAT family,
NHBDKAOG_03550	K00641	homoserine O-acetyltransferase/O-succinyltransferase [EC:2.3.1.31 2.3.1.46]
NHBDKAOG_03551	K08483	phosphoenolpyruvate-protein phosphotransferase (PTS system
NHBDKAOG_03552	K02784	phosphocarrier protein HPr 
NHBDKAOG_03554	K03734	FAD:protein FMN transferase [EC:2.7.1.180]
NHBDKAOG_03555	K01920	glutathione synthase [EC:6.3.2.3] 
NHBDKAOG_03557	K05805	CreA protein  
NHBDKAOG_03561	K04719	5,6-dimethylbenzimidazole synthase [EC:1.13.11.79] 
NHBDKAOG_03562	K19221	cob(I)alamin adenosyltransferase [EC:2.5.1.17] 
NHBDKAOG_03563	K02224	cobyrinic acid a,c-diamide synthase
NHBDKAOG_03567	K10001	glutamate/aspartate transport system substrate-binding
NHBDKAOG_03570	K00537	arsenate reductase (glutaredoxin) [EC:1.20.4.1]
NHBDKAOG_03572	K09181	acetyltransferase   
NHBDKAOG_03573	K11745	glutathione-regulated potassium-efflux system ancillary
NHBDKAOG_03573	K03455	monovalent cation:H+ antiporter-2, CPA2
NHBDKAOG_03574	K11746	glutathione-regulated potassium-efflux system ancillary
NHBDKAOG_03582	K19810	L-lysine 2,3-aminomutase [EC:5.4.3.-] 
NHBDKAOG_03583	K02356	elongation factor P 
NHBDKAOG_03584	K04568	elongation factor P--(R)-beta-lysine ligase
NHBDKAOG_03585	K11530	(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase [EC:5.3.1.32] 
NHBDKAOG_03588	K01061	carboxymethylenebutenolidase [EC:3.1.1.45]  
NHBDKAOG_03589	K19135	CRISPR-associated protein Csx14 
NHBDKAOG_03592	K20074	PPM family protein phosphatase
NHBDKAOG_03594	K01902	succinyl-CoA synthetase alpha subunit
NHBDKAOG_03595	K01903	succinyl-CoA synthetase beta subunit
NHBDKAOG_03601	K00799	glutathione S-transferase [EC:2.5.1.18] 
NHBDKAOG_03602	K01026	propionate CoA-transferase [EC:2.8.3.1] 
NHBDKAOG_03604	K12340	outer membrane protein 
NHBDKAOG_03605	K02005	HlyD family secretion protein
NHBDKAOG_03606	K02003	putative ABC transport system
NHBDKAOG_03606	K02030	polar amino acid transport
NHBDKAOG_03607	K02004	putative ABC transport system
NHBDKAOG_03608	K01726	gamma-carbonic anhydrase [EC:4.2.1.-] 
NHBDKAOG_03615	K20074	PPM family protein phosphatase
NHBDKAOG_03617	K01902	succinyl-CoA synthetase alpha subunit
NHBDKAOG_03636	K05834	homoserine/homoserine lactone efflux protein
NHBDKAOG_03638	K02066	phospholipid/cholesterol/gamma-HCH transport system permease
NHBDKAOG_03639	K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding
NHBDKAOG_03639	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2] 
NHBDKAOG_03640	K02067	phospholipid/cholesterol/gamma-HCH transport system substrate-binding
NHBDKAOG_03641	K18480	cholesterol transport system auxiliary
NHBDKAOG_03642	K00666	fatty-acyl-CoA synthase [EC:6.2.1.-] 
NHBDKAOG_03644	K03578	ATP-dependent helicase HrpA [EC:3.6.4.13]
NHBDKAOG_03648	K09774	lipopolysaccharide export system protein
NHBDKAOG_03649	K11719	lipopolysaccharide export system protein
NHBDKAOG_03650	K03270	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (KDO
NHBDKAOG_03651	K06041	arabinose-5-phosphate isomerase [EC:5.3.1.13] 
NHBDKAOG_03662	K12284	MSHA biogenesis protein MshN
NHBDKAOG_03664	K12283	MSHA biogenesis protein MshM
NHBDKAOG_03664	K03112	DamX protein  
NHBDKAOG_03666	K02065	phospholipid/cholesterol/gamma-HCH transport system ATP-binding
NHBDKAOG_03667	K02066	phospholipid/cholesterol/gamma-HCH transport system permease
NHBDKAOG_03668	K02067	phospholipid/cholesterol/gamma-HCH transport system substrate-binding
NHBDKAOG_03669	K04754	phospholipid-binding lipoprotein MlaA 
NHBDKAOG_03670	K07323	phospholipid transport system substrate-binding
NHBDKAOG_03671	K07122	phospholipid transport system transporter-binding
NHBDKAOG_03672	K01990	ABC-2 type transport system
NHBDKAOG_03675	K00790	UDP-N-acetylglucosamine 1-carboxyvinyltransferase [EC:2.5.1.7] 
NHBDKAOG_03676	K00615	transketolase [EC:2.2.1.1]  
NHBDKAOG_03677	K00855	phosphoribulokinase [EC:2.7.1.19]  
NHBDKAOG_03678	K01086	fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase
NHBDKAOG_03678	K03841	fructose-1,6-bisphosphatase I [EC:3.1.3.11] 
NHBDKAOG_03679	K21703	LysR family transcriptional regulator,
NHBDKAOG_03680	K07649	two-component system, OmpR family,
NHBDKAOG_03681	K02483	two-component system, OmpR family,
NHBDKAOG_03682	K01451	hippurate hydrolase [EC:3.5.1.32] 
NHBDKAOG_03683	K06958	RNase adapter protein RapZ
NHBDKAOG_03685	K01251	adenosylhomocysteinase [EC:3.3.1.1]  
NHBDKAOG_03686	K00297	methylenetetrahydrofolate reductase (NADPH) [EC:1.5.1.20]
NHBDKAOG_03691	K00681	gamma-glutamyltranspeptidase / glutathione hydrolase
NHBDKAOG_03699	K09125	uncharacterized protein  
NHBDKAOG_03701	K01531	P-type Mg2+ transporter [EC:7.2.2.14]
NHBDKAOG_03710	K00990	[protein-PII] uridylyltransferase [EC:2.7.7.59] 
NHBDKAOG_03714	K01507	inorganic pyrophosphatase [EC:3.6.1.1] 
NHBDKAOG_03716	K14415	tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy
NHBDKAOG_03720	K03406	methyl-accepting chemotaxis protein 
NHBDKAOG_03722	K00411	ubiquinol-cytochrome c reductase iron-sulfur
NHBDKAOG_03723	K08591	acyl phosphate:glycerol-3-phosphate acyltransferase [EC:2.3.1.275]
NHBDKAOG_03724	K01633	7,8-dihydroneopterin aldolase/epimerase/oxygenase [EC:4.1.2.25 5.1.99.8
NHBDKAOG_03725	K04065	hyperosmotically inducible periplasmic protein
NHBDKAOG_03726	K03271	D-sedoheptulose 7-phosphate isomerase [EC:5.3.1.28]
NHBDKAOG_03728	K07460	putative endonuclease  
NHBDKAOG_03729	K07056	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
NHBDKAOG_03731	K19345	protein NirF  
NHBDKAOG_03732	K22225	siroheme decarboxylase [EC:4.1.1.111] 
NHBDKAOG_03736	K03925	MraZ protein  
NHBDKAOG_03737	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
NHBDKAOG_03738	K03586	cell division protein FtsL
NHBDKAOG_03739	K03587	cell division protein FtsI
NHBDKAOG_03740	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13] 
NHBDKAOG_03741	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10] 
NHBDKAOG_03742	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]  
NHBDKAOG_03743	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9] 
NHBDKAOG_03744	K03588	cell division protein FtsW
NHBDKAOG_03745	K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NHBDKAOG_03746	K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8] 
NHBDKAOG_03747	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4] 
NHBDKAOG_03748	K03589	cell division protein FtsQ
NHBDKAOG_03750	K03925	MraZ protein  
NHBDKAOG_03751	K03438	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]
NHBDKAOG_03752	K03586	cell division protein FtsL
NHBDKAOG_03753	K03587	cell division protein FtsI
NHBDKAOG_03754	K01928	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [EC:6.3.2.13] 
NHBDKAOG_03755	K01929	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [EC:6.3.2.10] 
NHBDKAOG_03756	K01000	phospho-N-acetylmuramoyl-pentapeptide-transferase [EC:2.7.8.13]  
NHBDKAOG_03757	K01925	UDP-N-acetylmuramoylalanine--D-glutamate ligase [EC:6.3.2.9] 
NHBDKAOG_03758	K03588	cell division protein FtsW
NHBDKAOG_03759	K02563	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
NHBDKAOG_03760	K01924	UDP-N-acetylmuramate--alanine ligase [EC:6.3.2.8] 
NHBDKAOG_03761	K01921	D-alanine-D-alanine ligase [EC:6.3.2.4] 
NHBDKAOG_03762	K03589	cell division protein FtsQ
NHBDKAOG_03763	K03590	cell division protein FtsA
NHBDKAOG_03764	K03531	cell division protein FtsZ
NHBDKAOG_03765	K02535	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [EC:3.5.1.108]
NHBDKAOG_03771	K08303	putative protease [EC:3.4.-.-] 
NHBDKAOG_03772	K08303	putative protease [EC:3.4.-.-] 
NHBDKAOG_03773	K03608	cell division topological specificity
NHBDKAOG_03774	K03609	septum site-determining protein MinD
NHBDKAOG_03775	K03610	septum site-determining protein MinC
NHBDKAOG_03776	K03185	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-] 
NHBDKAOG_03777	K01262	Xaa-Pro aminopeptidase [EC:3.4.11.9] 
NHBDKAOG_03778	K00992	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]
NHBDKAOG_03779	K07102	N-acetylmuramate 1-kinase [EC:2.7.1.221] 
NHBDKAOG_03781	K04744	LPS-assembly protein  
NHBDKAOG_03782	K03771	peptidyl-prolyl cis-trans isomerase SurA
NHBDKAOG_03783	K00097	4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262] 
NHBDKAOG_03784	K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]
NHBDKAOG_03786	K01142	exodeoxyribonuclease III [EC:3.1.11.2] 
NHBDKAOG_03787	K15371	glutamate dehydrogenase [EC:1.4.1.2] 
NHBDKAOG_03788	K10004	glutamate/aspartate transport system ATP-binding
NHBDKAOG_03788	K02028	polar amino acid transport
NHBDKAOG_03788	K02030	polar amino acid transport
NHBDKAOG_03788	K10822	nonpolar-amino-acid-transporting ATPase [EC:7.4.2.2] 
NHBDKAOG_03789	K10002	glutamate/aspartate transport system permease
NHBDKAOG_03789	K02029	polar amino acid transport
NHBDKAOG_03790	K10003	glutamate/aspartate transport system permease
NHBDKAOG_03790	K02029	polar amino acid transport
NHBDKAOG_03791	K05597	glutamin-(asparagin-)ase [EC:3.5.1.38]  
NHBDKAOG_03791	K01424	L-asparaginase [EC:3.5.1.1]  
NHBDKAOG_03792	K10001	glutamate/aspartate transport system substrate-binding
NHBDKAOG_03794	K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
NHBDKAOG_03795	K22900	tRNA (adenine37-N6)-methyltransferase [EC:2.1.1.-] 
NHBDKAOG_03799	K03795	sirohydrochlorin cobaltochelatase [EC:4.99.1.3] 
NHBDKAOG_03800	K22292	N-acetyl-D-muramate 6-phosphate phosphatase [EC:3.1.3.105]
NHBDKAOG_03800	K01091	phosphoglycolate phosphatase [EC:3.1.3.18] 
NHBDKAOG_03802	K00018	glycerate dehydrogenase [EC:1.1.1.29] 
NHBDKAOG_03810	K01658	anthranilate synthase component II
NHBDKAOG_03810	K01664	para-aminobenzoate synthetase component II
NHBDKAOG_03811	K00766	anthranilate phosphoribosyltransferase [EC:2.4.2.18] 
NHBDKAOG_03815	K18303	multidrug efflux pump 
NHBDKAOG_03817	K02662	type IV pilus assembly
NHBDKAOG_03818	K02663	type IV pilus assembly
NHBDKAOG_03819	K02664	type IV pilus assembly
NHBDKAOG_03820	K02665	type IV pilus assembly
NHBDKAOG_03821	K02666	type IV pilus assembly
NHBDKAOG_03822	K00891	shikimate kinase [EC:2.7.1.71] 
NHBDKAOG_03823	K01735	3-dehydroquinate synthase [EC:4.2.3.4] 
NHBDKAOG_03824	K01129	dGTPase [EC:3.1.5.1]  
NHBDKAOG_03826	K00325	H+-translocating NAD(P) transhydrogenase subunit
NHBDKAOG_03828	K07216	hemerythrin   
NHBDKAOG_03831	K00767	nicotinate-nucleotide pyrophosphorylase (carboxylating) [EC:2.4.2.19]
NHBDKAOG_03833	K03654	ATP-dependent DNA helicase RecQ
NHBDKAOG_03834	K03269	UDP-2,3-diacylglucosamine hydrolase [EC:3.6.1.54] 
NHBDKAOG_03836	K03767	peptidyl-prolyl cis-trans isomerase A
NHBDKAOG_03838	K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16] 
NHBDKAOG_03839	K01999	branched-chain amino acid transport
NHBDKAOG_03840	K03686	molecular chaperone DnaJ 
NHBDKAOG_03841	K04043	molecular chaperone DnaK 
NHBDKAOG_03842	K03687	molecular chaperone GrpE 
NHBDKAOG_03843	K12132	eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1]
NHBDKAOG_03843	K08884	serine/threonine protein kinase, bacterial
NHBDKAOG_03846	K03667	ATP-dependent HslUV protease ATP-binding
NHBDKAOG_03847	K01419	ATP-dependent HslUV protease, peptidase
