Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32
OG0000040	2506672235		GNJGOIBN_02019	NHBDKAOG_02573, NHBDKAOG_03720	MCBBHCNB_02333	lcl|AMXB01000001.1_prot_ENO83291.1_164, lcl|AMXB01000008.1_prot_ENO81988.1_1216, lcl|AMXB01000011.1_prot_ENO81539.1_1595, lcl|AMXB01000011.1_prot_ENO81542.1_1598, lcl|AMXB01000013.1_prot_ENO81268.1_1806, lcl|AMXB01000016.1_prot_ENO80868.1_2061, lcl|AMXB01000018.1_prot_ENO80698.1_2256, lcl|AMXB01000019.1_prot_ENO80581.1_2299, lcl|AMXB01000023.1_prot_ENO79311.1_2619, lcl|AMXB01000033.1_prot_ENO77183.1_3234, lcl|AMXB01000037.1_prot_ENO76705.1_3444, lcl|AMXB01000076.1_prot_ENO74645.1_4216, lcl|AMXB01000083.1_prot_ENO74522.1_4236		CEKMHFBL_01288, CEKMHFBL_03123	
OG0000041		PEBOPBNB_01532	GNJGOIBN_00154, GNJGOIBN_02172, GNJGOIBN_02173, GNJGOIBN_02174	NHBDKAOG_00937, NHBDKAOG_01033, NHBDKAOG_01129, NHBDKAOG_02796, NHBDKAOG_04661	MCBBHCNB_00414, MCBBHCNB_02476, MCBBHCNB_02477, MCBBHCNB_02478		BFLDHLJO_00219	CEKMHFBL_01080, CEKMHFBL_01530, CEKMHFBL_03746, CEKMHFBL_03826	BBLLADNB_01612
OG0000042	2506669625, 2506671802	PEBOPBNB_01001, PEBOPBNB_01765	GNJGOIBN_00041, GNJGOIBN_00750	NHBDKAOG_00537, NHBDKAOG_03391	MCBBHCNB_00269, MCBBHCNB_01030	lcl|AMXB01000013.1_prot_ENO81198.1_1736, lcl|AMXB01000033.1_prot_ENO77182.1_3233, lcl|AMXB01000051.1_prot_ENO75565.1_3874	BFLDHLJO_01193, BFLDHLJO_01926	CEKMHFBL_02780, CEKMHFBL_03086	BBLLADNB_00833, BBLLADNB_03740
OG0000043	2506669837, 2506671737, 2506672203	PEBOPBNB_01182, PEBOPBNB_01508	GNJGOIBN_00999, GNJGOIBN_01992	NHBDKAOG_03018, NHBDKAOG_03256	MCBBHCNB_01277, MCBBHCNB_02305	lcl|AMXB01000018.1_prot_ENO80740.1_2298, lcl|AMXB01000065.1_prot_ENO74951.1_4088	BFLDHLJO_01582, BFLDHLJO_02167	CEKMHFBL_00672, CEKMHFBL_01825	BBLLADNB_03100, BBLLADNB_03212
OG0000044	2506669879	PEBOPBNB_00342, PEBOPBNB_02116, PEBOPBNB_02472	GNJGOIBN_02138, GNJGOIBN_02838	NHBDKAOG_03430	MCBBHCNB_02442, MCBBHCNB_03103	lcl|AMXB01000008.1_prot_ENO82005.1_1233, lcl|AMXB01000009.1_prot_ENO81794.1_1285, lcl|AMXB01000045.1_prot_ENO75994.1_3713, lcl|AMXB01000069.1_prot_ENO74824.1_4138	BFLDHLJO_01136	CEKMHFBL_00411, CEKMHFBL_02925	BBLLADNB_01428, BBLLADNB_01902, BBLLADNB_02029
OG0000045	2506671072, 2506672552	PEBOPBNB_02298, PEBOPBNB_03632, PEBOPBNB_03757	GNJGOIBN_02914, GNJGOIBN_03131	NHBDKAOG_01546	MCBBHCNB_00050, MCBBHCNB_00230, MCBBHCNB_03184, MCBBHCNB_03405	lcl|AMXB01000002.1_prot_ENO82952.1_212	BFLDHLJO_03224, BFLDHLJO_03403, BFLDHLJO_03667	CEKMHFBL_03652	BBLLADNB_00254, BBLLADNB_01943
OG0000046	2506671631	PEBOPBNB_00079, PEBOPBNB_00091, PEBOPBNB_01527	GNJGOIBN_01433, GNJGOIBN_02007	NHBDKAOG_00150, NHBDKAOG_00333	MCBBHCNB_01755, MCBBHCNB_02321	lcl|AMXB01000025.1_prot_ENO78746.1_2771, lcl|AMXB01000029.1_prot_ENO77783.1_3040, lcl|AMXB01000047.1_prot_ENO75809.1_3768	BFLDHLJO_00213, BFLDHLJO_00899	CEKMHFBL_01621, CEKMHFBL_02706, CEKMHFBL_03568	BBLLADNB_03304
OG0000047		PEBOPBNB_00126	GNJGOIBN_01232, GNJGOIBN_02774	NHBDKAOG_01193, NHBDKAOG_04823, NHBDKAOG_04831	MCBBHCNB_01502, MCBBHCNB_03041	lcl|AMXB01000004.1_prot_ENO82705.1_664, lcl|AMXB01000008.1_prot_ENO81994.1_1222, lcl|AMXB01000009.1_prot_ENO81756.1_1247, lcl|AMXB01000011.1_prot_ENO81514.1_1570, lcl|AMXB01000013.1_prot_ENO81252.1_1790, lcl|AMXB01000014.1_prot_ENO81112.1_1876, lcl|AMXB01000108.1_prot_ENO74357.1_4275	BFLDHLJO_00610, BFLDHLJO_03646	CEKMHFBL_02147	BBLLADNB_01205
OG0000048				NHBDKAOG_04183	MCBBHCNB_00080, MCBBHCNB_00339, MCBBHCNB_00429, MCBBHCNB_01138, MCBBHCNB_01181, MCBBHCNB_01550, MCBBHCNB_01704, MCBBHCNB_01937, MCBBHCNB_02042, MCBBHCNB_02078, MCBBHCNB_02355, MCBBHCNB_02563, MCBBHCNB_03026, MCBBHCNB_04373, MCBBHCNB_04568, MCBBHCNB_04693		BFLDHLJO_02365		BBLLADNB_03014
OG0000049	2506669657	PEBOPBNB_00613, PEBOPBNB_00922, PEBOPBNB_01857	GNJGOIBN_00875, GNJGOIBN_03138	NHBDKAOG_00033, NHBDKAOG_00436, NHBDKAOG_03143, NHBDKAOG_04347, NHBDKAOG_04492	MCBBHCNB_01145, MCBBHCNB_03412		BFLDHLJO_03377	CEKMHFBL_02657, CEKMHFBL_03019	BBLLADNB_02825, BBLLADNB_03233
OG0000050	2506669882, 2506671174, 2506671573, 2506671596	PEBOPBNB_00476, PEBOPBNB_03739	GNJGOIBN_00149	NHBDKAOG_04143	MCBBHCNB_00014, MCBBHCNB_00022, MCBBHCNB_00173, MCBBHCNB_00408	lcl|AMXB01000037.1_prot_ENO76678.1_3417, lcl|AMXB01000067.1_prot_ENO74876.1_4120, lcl|AMXB01000092.1_prot_ENO74452.1_4254		CEKMHFBL_01280, CEKMHFBL_01843	BBLLADNB_03871
OG0000051	2506670710, 2506672175	PEBOPBNB_01959, PEBOPBNB_02604	GNJGOIBN_01207, GNJGOIBN_01570	NHBDKAOG_01188, NHBDKAOG_02785, NHBDKAOG_02786, NHBDKAOG_03061	MCBBHCNB_01477, MCBBHCNB_01876	lcl|AMXB01000048.1_prot_ENO75735.1_3785	BFLDHLJO_01019, BFLDHLJO_01624	CEKMHFBL_01682, CEKMHFBL_02725	BBLLADNB_03799
OG0000052	2506671827, 2506672590	PEBOPBNB_00985, PEBOPBNB_01813	GNJGOIBN_00801, GNJGOIBN_00946	NHBDKAOG_03676	MCBBHCNB_01081, MCBBHCNB_01221	lcl|AMXB01000011.1_prot_ENO81531.1_1587, lcl|AMXB01000011.1_prot_ENO81537.1_1593, lcl|AMXB01000013.1_prot_ENO81269.1_1807	BFLDHLJO_03290	CEKMHFBL_02105, CEKMHFBL_03062	BBLLADNB_00641, BBLLADNB_01564, BBLLADNB_01939
OG0000053		PEBOPBNB_00573, PEBOPBNB_03616	GNJGOIBN_00182	NHBDKAOG_01490, NHBDKAOG_01491, NHBDKAOG_01492, NHBDKAOG_04085, NHBDKAOG_04119, NHBDKAOG_04381	MCBBHCNB_00448		BFLDHLJO_00379, BFLDHLJO_02840, BFLDHLJO_02841	CEKMHFBL_01358, CEKMHFBL_03821, CEKMHFBL_03989, CEKMHFBL_04187	BBLLADNB_01069
OG0000054		PEBOPBNB_00912, PEBOPBNB_01285, PEBOPBNB_02514	GNJGOIBN_00246, GNJGOIBN_02014	NHBDKAOG_04041	MCBBHCNB_00516, MCBBHCNB_02328		BFLDHLJO_00503, BFLDHLJO_03794, BFLDHLJO_04108	CEKMHFBL_01194, CEKMHFBL_01873, CEKMHFBL_02171, CEKMHFBL_02822	BBLLADNB_00357, BBLLADNB_00370, BBLLADNB_01519
OG0000055			GNJGOIBN_01406	NHBDKAOG_00137, NHBDKAOG_00169, NHBDKAOG_00828, NHBDKAOG_01227, NHBDKAOG_01228, NHBDKAOG_02865, NHBDKAOG_04157, NHBDKAOG_04284, NHBDKAOG_04475, NHBDKAOG_04596, NHBDKAOG_04837	MCBBHCNB_01696, MCBBHCNB_01711, MCBBHCNB_01722, MCBBHCNB_02148				BBLLADNB_03876, BBLLADNB_03877
OG0000056				NHBDKAOG_00088, NHBDKAOG_00173, NHBDKAOG_00174, NHBDKAOG_00180, NHBDKAOG_00181, NHBDKAOG_02586, NHBDKAOG_02708, NHBDKAOG_03259, NHBDKAOG_03964, NHBDKAOG_04330, NHBDKAOG_04554	MCBBHCNB_00229		BFLDHLJO_03595	CEKMHFBL_03622, CEKMHFBL_03686, CEKMHFBL_03689, CEKMHFBL_04256	BBLLADNB_02172
OG0000057	2506669527	PEBOPBNB_00685, PEBOPBNB_00882	GNJGOIBN_00077, GNJGOIBN_00078	NHBDKAOG_03255, NHBDKAOG_04186, NHBDKAOG_04198	MCBBHCNB_00305, MCBBHCNB_00306	lcl|AMXB01000003.1_prot_ENO82804.1_446	BFLDHLJO_03111, BFLDHLJO_03773	CEKMHFBL_01481, CEKMHFBL_02159	BBLLADNB_02559, BBLLADNB_03571
OG0000058	2506669694, 2506672230	PEBOPBNB_01224, PEBOPBNB_03645	GNJGOIBN_00484, GNJGOIBN_03320	NHBDKAOG_01741, NHBDKAOG_03839	MCBBHCNB_00761, MCBBHCNB_03602	lcl|AMXB01000004.1_prot_ENO82702.1_661, lcl|AMXB01000019.1_prot_ENO80629.1_2347	BFLDHLJO_00396, BFLDHLJO_03931	CEKMHFBL_00293, CEKMHFBL_01992	BBLLADNB_00531
OG0000059	2506670538, 2506670794	PEBOPBNB_02186, PEBOPBNB_03723	GNJGOIBN_02745, GNJGOIBN_03026	NHBDKAOG_01926	MCBBHCNB_03008, MCBBHCNB_03300	lcl|AMXB01000008.1_prot_ENO81902.1_1130, lcl|AMXB01000015.1_prot_ENO81034.1_2006	BFLDHLJO_02324, BFLDHLJO_02331, BFLDHLJO_03040	CEKMHFBL_02685	BBLLADNB_02843, BBLLADNB_03386
OG0000060	2506670841	PEBOPBNB_02872, PEBOPBNB_02880, PEBOPBNB_03487	GNJGOIBN_02067	NHBDKAOG_02356	MCBBHCNB_02372	lcl|AMXB01000004.1_prot_ENO82658.1_617, lcl|AMXB01000011.1_prot_ENO81536.1_1592, lcl|AMXB01000033.1_prot_ENO77190.1_3241, lcl|AMXB01000061.1_prot_ENO75109.1_4037	BFLDHLJO_00428, BFLDHLJO_00435	CEKMHFBL_00562	BBLLADNB_01044, BBLLADNB_02117, BBLLADNB_02996
OG0000061	2506671173, 2506671572	PEBOPBNB_00475	GNJGOIBN_00150, GNJGOIBN_00160	NHBDKAOG_04142, NHBDKAOG_04155	MCBBHCNB_00172, MCBBHCNB_00409	lcl|AMXB01000037.1_prot_ENO76677.1_3416, lcl|AMXB01000067.1_prot_ENO74875.1_4119	BFLDHLJO_01906, BFLDHLJO_03187, BFLDHLJO_03190, BFLDHLJO_03862	CEKMHFBL_01844	BBLLADNB_02719
OG0000062	2506671681, 2506671682	PEBOPBNB_00366, PEBOPBNB_00367	GNJGOIBN_03895, GNJGOIBN_03896	NHBDKAOG_00766, NHBDKAOG_00767	MCBBHCNB_04174, MCBBHCNB_04175	lcl|AMXB01000047.1_prot_ENO75817.1_3776	BFLDHLJO_00028, BFLDHLJO_00029	CEKMHFBL_02889, CEKMHFBL_02890	BBLLADNB_02808, BBLLADNB_02809
OG0000063	2506671998	PEBOPBNB_01169, PEBOPBNB_03057	GNJGOIBN_02364, GNJGOIBN_03119	NHBDKAOG_02022, NHBDKAOG_03708	MCBBHCNB_02666, MCBBHCNB_03393	lcl|AMXB01000029.1_prot_ENO77797.1_3054	BFLDHLJO_01518, BFLDHLJO_02567	CEKMHFBL_01516, CEKMHFBL_01839, CEKMHFBL_01892	BBLLADNB_01762, BBLLADNB_03591
OG0000064	2506672110	PEBOPBNB_00468, PEBOPBNB_02833	GNJGOIBN_02092, GNJGOIBN_02093	NHBDKAOG_01801	MCBBHCNB_00214, MCBBHCNB_02397	lcl|AMXB01000026.1_prot_ENO78484.1_2827, lcl|AMXB01000037.1_prot_ENO76674.1_3413, lcl|AMXB01000067.1_prot_ENO74874.1_4118	BFLDHLJO_00878, BFLDHLJO_03162, BFLDHLJO_03201	CEKMHFBL_00749	BBLLADNB_01223, BBLLADNB_03384
OG0000065		PEBOPBNB_00071, PEBOPBNB_02955	GNJGOIBN_01480, GNJGOIBN_03616	NHBDKAOG_01079, NHBDKAOG_02832	MCBBHCNB_01787, MCBBHCNB_03903		BFLDHLJO_01809, BFLDHLJO_02513, BFLDHLJO_02514	CEKMHFBL_00606, CEKMHFBL_02867, CEKMHFBL_03227	BBLLADNB_00863, BBLLADNB_02912, BBLLADNB_03516
OG0000066		PEBOPBNB_00572, PEBOPBNB_03617, PEBOPBNB_03627	GNJGOIBN_00181	NHBDKAOG_01489, NHBDKAOG_02589, NHBDKAOG_04086, NHBDKAOG_04120, NHBDKAOG_04380	MCBBHCNB_00447		BFLDHLJO_00380, BFLDHLJO_02839	CEKMHFBL_01359, CEKMHFBL_01362, CEKMHFBL_03990, CEKMHFBL_04188	BBLLADNB_01070
OG0000067		PEBOPBNB_00921, PEBOPBNB_01858, PEBOPBNB_03783	GNJGOIBN_03137, GNJGOIBN_04286	NHBDKAOG_00163, NHBDKAOG_00166, NHBDKAOG_00434, NHBDKAOG_03142, NHBDKAOG_04493	MCBBHCNB_03411, MCBBHCNB_04579	lcl|AMXB01000003.1_prot_ENO82824.1_466	BFLDHLJO_01405, BFLDHLJO_03378		BBLLADNB_02664, BBLLADNB_03776
OG0000068		PEBOPBNB_02890	GNJGOIBN_01549	NHBDKAOG_02793	MCBBHCNB_01855	lcl|AMXB01000003.1_prot_ENO82775.1_417, lcl|AMXB01000008.1_prot_ENO81985.1_1213, lcl|AMXB01000011.1_prot_ENO81533.1_1589, lcl|AMXB01000012.1_prot_ENO81346.1_1649, lcl|AMXB01000014.1_prot_ENO81129.1_1893, lcl|AMXB01000014.1_prot_ENO81148.1_1912, lcl|AMXB01000014.1_prot_ENO81158.1_1922, lcl|AMXB01000049.1_prot_ENO75670.1_3809, lcl|AMXB01000049.1_prot_ENO75677.1_3816	BFLDHLJO_00861, BFLDHLJO_03999	CEKMHFBL_03556	BBLLADNB_03159
OG0000069			GNJGOIBN_03443, GNJGOIBN_03492	NHBDKAOG_01212, NHBDKAOG_01214, NHBDKAOG_01216, NHBDKAOG_01217, NHBDKAOG_01219, NHBDKAOG_01222, NHBDKAOG_01223, NHBDKAOG_01838, NHBDKAOG_01987, NHBDKAOG_03291, NHBDKAOG_04598	MCBBHCNB_03721, MCBBHCNB_03723	lcl|AMXB01000098.1_prot_ENO74416.1_4264		CEKMHFBL_01596	
OG0000070	2506669473	PEBOPBNB_01187, PEBOPBNB_02109, PEBOPBNB_03078	GNJGOIBN_00388	NHBDKAOG_02480	MCBBHCNB_00663	lcl|AMXB01000008.1_prot_ENO82012.1_1240, lcl|AMXB01000034.1_prot_ENO77063.1_3298	BFLDHLJO_01591, BFLDHLJO_03826	CEKMHFBL_01942	BBLLADNB_01895, BBLLADNB_02366, BBLLADNB_03107, BBLLADNB_03662
OG0000071	2506669715	PEBOPBNB_02290, PEBOPBNB_02956	GNJGOIBN_01476, GNJGOIBN_02925	NHBDKAOG_01320, NHBDKAOG_02671	MCBBHCNB_01783, MCBBHCNB_03195		BFLDHLJO_02893	CEKMHFBL_00666, CEKMHFBL_01051, CEKMHFBL_03157, CEKMHFBL_03223	BBLLADNB_00262, BBLLADNB_02913
OG0000072	2506669890, 2506670264, 2506671772, 2506672139, 2506672140, 2506672649	PEBOPBNB_00066	GNJGOIBN_03611	NHBDKAOG_01084, NHBDKAOG_04743	MCBBHCNB_03894	lcl|AMXB01000018.1_prot_ENO80733.1_2291	BFLDHLJO_01815	CEKMHFBL_00179, CEKMHFBL_00596	BBLLADNB_00868
OG0000073	2506670424, 2506672207, 2506672208	PEBOPBNB_01533	GNJGOIBN_01305, GNJGOIBN_01306	NHBDKAOG_02320, NHBDKAOG_02321, NHBDKAOG_03115, NHBDKAOG_03116	MCBBHCNB_01587, MCBBHCNB_01588	lcl|AMXB01000019.1_prot_ENO80597.1_2315	BFLDHLJO_00220	CEKMHFBL_02400	BBLLADNB_01613
OG0000074	2506670535	PEBOPBNB_01631, PEBOPBNB_01891, PEBOPBNB_02506	GNJGOIBN_01378, GNJGOIBN_03296	NHBDKAOG_01349	MCBBHCNB_01644, MCBBHCNB_03578	lcl|AMXB01000004.1_prot_ENO82576.1_535	BFLDHLJO_02240	CEKMHFBL_01565, CEKMHFBL_03368	BBLLADNB_00364, BBLLADNB_02243, BBLLADNB_03003
OG0000075	2506671037	PEBOPBNB_01109, PEBOPBNB_02313	GNJGOIBN_02893, GNJGOIBN_03888	NHBDKAOG_03710, NHBDKAOG_04167	MCBBHCNB_03164, MCBBHCNB_04167	lcl|AMXB01000007.1_prot_ENO82111.1_1030	BFLDHLJO_01517, BFLDHLJO_03416	CEKMHFBL_01518, CEKMHFBL_02567	BBLLADNB_00307, BBLLADNB_01834
OG0000076	2506671192	PEBOPBNB_02531, PEBOPBNB_02989	GNJGOIBN_03125, GNJGOIBN_03421	NHBDKAOG_03730	MCBBHCNB_03399, MCBBHCNB_03696		BFLDHLJO_02087, BFLDHLJO_02916	CEKMHFBL_01871, CEKMHFBL_02896, CEKMHFBL_02936, CEKMHFBL_03247	BBLLADNB_00340, BBLLADNB_00652
OG0000077	2506671333	PEBOPBNB_00134, PEBOPBNB_03333	GNJGOIBN_02859	NHBDKAOG_03199, NHBDKAOG_04824	MCBBHCNB_03126	lcl|AMXB01000049.1_prot_ENO75693.1_3832, lcl|AMXB01000057.1_prot_ENO75274.1_3994	BFLDHLJO_01040, BFLDHLJO_02817, BFLDHLJO_02895	CEKMHFBL_03755	BBLLADNB_00643, BBLLADNB_01199, BBLLADNB_02286
OG0000078	2506672555	PEBOPBNB_00001	GNJGOIBN_03292	NHBDKAOG_01850	MCBBHCNB_03574	lcl|AMXB01000058.1_prot_ENO75237.1_4008	BFLDHLJO_01266	CEKMHFBL_01739, CEKMHFBL_01747, CEKMHFBL_01750, CEKMHFBL_01763, CEKMHFBL_02350, CEKMHFBL_03159, CEKMHFBL_04260	BBLLADNB_00755, BBLLADNB_00766
OG0000079		PEBOPBNB_01251, PEBOPBNB_01970	GNJGOIBN_00886, GNJGOIBN_01580	NHBDKAOG_00332, NHBDKAOG_02776	MCBBHCNB_01156, MCBBHCNB_01886	lcl|AMXB01000014.1_prot_ENO81093.1_1857, lcl|AMXB01000053.1_prot_ENO75486.1_3928	BFLDHLJO_00418, BFLDHLJO_01009	CEKMHFBL_02031, CEKMHFBL_04068	BBLLADNB_03593, BBLLADNB_03718
OG0000080		PEBOPBNB_02444, PEBOPBNB_03747		NHBDKAOG_04712	MCBBHCNB_00343	lcl|AMXB01000006.1_prot_ENO82265.1_869, lcl|AMXB01000006.1_prot_ENO82305.1_909, lcl|AMXB01000007.1_prot_ENO82076.1_995, lcl|AMXB01000019.1_prot_ENO80595.1_2313, lcl|AMXB01000038.1_prot_ENO76545.1_3455, lcl|AMXB01000044.1_prot_ENO76090.1_3693, lcl|AMXB01000072.1_prot_ENO74747.1_4175, lcl|AMXB01000086.1_prot_ENO74497.1_4243	BFLDHLJO_03440, BFLDHLJO_03459		BBLLADNB_00466, BBLLADNB_01441
OG0000081		PEBOPBNB_02672	GNJGOIBN_01421, GNJGOIBN_02170, GNJGOIBN_02171, GNJGOIBN_02282	NHBDKAOG_01296	MCBBHCNB_01743, MCBBHCNB_02474, MCBBHCNB_02475, MCBBHCNB_02581	lcl|AMXB01000031.1_prot_ENO77423.1_3157	BFLDHLJO_01631	CEKMHFBL_01079, CEKMHFBL_02682, CEKMHFBL_03825	BBLLADNB_01674
OG0000082			GNJGOIBN_03704	NHBDKAOG_04871	MCBBHCNB_00351, MCBBHCNB_00358, MCBBHCNB_00359, MCBBHCNB_00361, MCBBHCNB_00428, MCBBHCNB_01270, MCBBHCNB_02002		BFLDHLJO_00231, BFLDHLJO_02370	CEKMHFBL_04189, CEKMHFBL_04236	BBLLADNB_01043, BBLLADNB_01102, BBLLADNB_01448
OG0000083	2506669363	PEBOPBNB_00834, PEBOPBNB_02471	GNJGOIBN_02839, GNJGOIBN_04343	NHBDKAOG_00369, NHBDKAOG_03431	MCBBHCNB_03104, MCBBHCNB_04636	lcl|AMXB01000008.1_prot_ENO81943.1_1171	BFLDHLJO_01135, BFLDHLJO_04172	CEKMHFBL_02926	BBLLADNB_02028, BBLLADNB_02141
OG0000084	2506669453	PEBOPBNB_01715, PEBOPBNB_02566, PEBOPBNB_02676	GNJGOIBN_01333	NHBDKAOG_00931	MCBBHCNB_01650	lcl|AMXB01000017.1_prot_ENO80791.1_2188	BFLDHLJO_01634, BFLDHLJO_02299, BFLDHLJO_04045	CEKMHFBL_02852, CEKMHFBL_03745	BBLLADNB_02835, BBLLADNB_03705
OG0000085	2506669844, 2506670512, 2506670680, 2506672009	PEBOPBNB_01768, PEBOPBNB_02887	GNJGOIBN_00757	NHBDKAOG_03384	MCBBHCNB_01037	lcl|AMXB01000053.1_prot_ENO75475.1_3917, lcl|AMXB01000074.1_prot_ENO74682.1_4197	BFLDHLJO_01191	CEKMHFBL_02774	BBLLADNB_00836, BBLLADNB_03162
OG0000086	2506670073	PEBOPBNB_03570	GNJGOIBN_01395	NHBDKAOG_02046, NHBDKAOG_02893, NHBDKAOG_02906, NHBDKAOG_03296	MCBBHCNB_01679	lcl|AMXB01000004.1_prot_ENO82588.1_547, lcl|AMXB01000058.1_prot_ENO75233.1_4004	BFLDHLJO_04124, BFLDHLJO_04135	CEKMHFBL_00022, CEKMHFBL_01118	BBLLADNB_00235
OG0000087	2506670733	PEBOPBNB_02841, PEBOPBNB_02851	GNJGOIBN_02084, GNJGOIBN_03188	NHBDKAOG_00218, NHBDKAOG_02345	MCBBHCNB_02389, MCBBHCNB_03464		BFLDHLJO_00453, BFLDHLJO_00886	CEKMHFBL_00757, CEKMHFBL_02689	BBLLADNB_01215, BBLLADNB_02085
OG0000088	2506670846, 2506670960	PEBOPBNB_02876	GNJGOIBN_02063	NHBDKAOG_00666, NHBDKAOG_01419, NHBDKAOG_02412, NHBDKAOG_03008, NHBDKAOG_04789	MCBBHCNB_02368	lcl|AMXB01000005.1_prot_ENO82514.1_809, lcl|AMXB01000045.1_prot_ENO75999.1_3718	BFLDHLJO_00431	CEKMHFBL_04272	BBLLADNB_01048
OG0000089	2506671139, 2506672340	PEBOPBNB_00049	GNJGOIBN_01633, GNJGOIBN_01812, GNJGOIBN_02061	NHBDKAOG_02735, NHBDKAOG_04065	MCBBHCNB_01951, MCBBHCNB_02123, MCBBHCNB_02366		BFLDHLJO_01848	CEKMHFBL_00827, CEKMHFBL_01099	BBLLADNB_03117
OG0000090	2506671405	PEBOPBNB_00214, PEBOPBNB_03146	GNJGOIBN_00193, GNJGOIBN_00213, GNJGOIBN_01846	NHBDKAOG_03602	MCBBHCNB_00475, MCBBHCNB_02160	lcl|AMXB01000009.1_prot_ENO81864.1_1355	BFLDHLJO_00193, BFLDHLJO_01722	CEKMHFBL_00791, CEKMHFBL_01250	BBLLADNB_03364
OG0000091	2506671584	PEBOPBNB_00235	GNJGOIBN_00147	NHBDKAOG_04145	MCBBHCNB_00226, MCBBHCNB_00406	lcl|AMXB01000027.1_prot_ENO78278.1_2914, lcl|AMXB01000037.1_prot_ENO76686.1_3425, lcl|AMXB01000041.1_prot_ENO76251.1_3589, lcl|AMXB01000071.1_prot_ENO74776.1_4165	BFLDHLJO_01059, BFLDHLJO_03168, BFLDHLJO_03209	CEKMHFBL_00868	BBLLADNB_01733
OG0000092	2506671585	PEBOPBNB_03021	GNJGOIBN_00146	NHBDKAOG_04146	MCBBHCNB_00227, MCBBHCNB_00405	lcl|AMXB01000008.1_prot_ENO81972.1_1200, lcl|AMXB01000027.1_prot_ENO78277.1_2913, lcl|AMXB01000037.1_prot_ENO76687.1_3426	BFLDHLJO_01060, BFLDHLJO_01160, BFLDHLJO_03167, BFLDHLJO_03208	CEKMHFBL_00867	BBLLADNB_03648
OG0000093	2506671694	PEBOPBNB_02414, PEBOPBNB_02806	GNJGOIBN_02480	NHBDKAOG_04744	MCBBHCNB_02770	lcl|AMXB01000001.1_prot_ENO83228.1_101, lcl|AMXB01000012.1_prot_ENO81319.1_1622	BFLDHLJO_00818, BFLDHLJO_01753, BFLDHLJO_03019	CEKMHFBL_00180, CEKMHFBL_00321	BBLLADNB_02303, BBLLADNB_03580
OG0000094	2506671704	PEBOPBNB_00465	GNJGOIBN_00157	NHBDKAOG_04139, NHBDKAOG_04230	MCBBHCNB_00201, MCBBHCNB_00225, MCBBHCNB_00417	lcl|AMXB01000008.1_prot_ENO82017.1_1245, lcl|AMXB01000041.1_prot_ENO76248.1_3586, lcl|AMXB01000050.1_prot_ENO75614.1_3833, lcl|AMXB01000071.1_prot_ENO74774.1_4163	BFLDHLJO_01088	CEKMHFBL_03761	BBLLADNB_03381
OG0000095	2506672094	PEBOPBNB_03117, PEBOPBNB_03762	GNJGOIBN_00991, GNJGOIBN_02549, GNJGOIBN_02947	NHBDKAOG_02032	MCBBHCNB_01268, MCBBHCNB_03217		BFLDHLJO_00538, BFLDHLJO_03698, BFLDHLJO_03926	CEKMHFBL_01584	BBLLADNB_02570, BBLLADNB_03727
OG0000096		PEBOPBNB_00004		NHBDKAOG_00072, NHBDKAOG_00075, NHBDKAOG_02336, NHBDKAOG_02871, NHBDKAOG_02981, NHBDKAOG_04597	MCBBHCNB_00182, MCBBHCNB_01725, MCBBHCNB_01727	lcl|AMXB01000030.1_prot_ENO77584.1_3085	BFLDHLJO_03212, BFLDHLJO_03213		BBLLADNB_01549, BBLLADNB_01550
OG0000097		PEBOPBNB_00393, PEBOPBNB_01208	GNJGOIBN_01833, GNJGOIBN_01834, GNJGOIBN_02230, GNJGOIBN_04388	NHBDKAOG_03622	MCBBHCNB_00910, MCBBHCNB_02077, MCBBHCNB_02144, MCBBHCNB_02145		BFLDHLJO_02447	CEKMHFBL_04233, CEKMHFBL_04234, CEKMHFBL_04246	
OG0000098		PEBOPBNB_00901, PEBOPBNB_02480	GNJGOIBN_01257	NHBDKAOG_03016	MCBBHCNB_01523		BFLDHLJO_00723, BFLDHLJO_03781	CEKMHFBL_01508, CEKMHFBL_01532, CEKMHFBL_02007, CEKMHFBL_02008	BBLLADNB_01440, BBLLADNB_01591, BBLLADNB_02037, BBLLADNB_03088
OG0000099		PEBOPBNB_00909, PEBOPBNB_01284	GNJGOIBN_00247, GNJGOIBN_01552	NHBDKAOG_02369, NHBDKAOG_04032, NHBDKAOG_04040	MCBBHCNB_00517, MCBBHCNB_01858		BFLDHLJO_03791, BFLDHLJO_04109	CEKMHFBL_01874, CEKMHFBL_02823	BBLLADNB_00371, BBLLADNB_01516
OG0000100		PEBOPBNB_02115, PEBOPBNB_02473	GNJGOIBN_02139, GNJGOIBN_02837	NHBDKAOG_03429	MCBBHCNB_02443, MCBBHCNB_03102	lcl|AMXB01000008.1_prot_ENO82006.1_1234, lcl|AMXB01000045.1_prot_ENO75995.1_3714	BFLDHLJO_01137, BFLDHLJO_02695	CEKMHFBL_00412, CEKMHFBL_02924	BBLLADNB_01901, BBLLADNB_02030
