Orthogroup	2506520024	2687453699	2767802316	2767802455	644736333	GCA_000310125.2	GCA_003332265.1	Reactor4-bin.4	spades-bin.32	Total
OG0002137	1	1	1	0	1	0	1	1	1	7
OG0002138	1	1	1	0	1	1	1	0	1	7
OG0002139	1	1	1	0	1	1	1	0	1	7
OG0002140	1	1	1	1	1	1	0	1	0	7
OG0002141	1	1	1	1	1	0	0	1	1	7
OG0002142	1	1	1	0	1	0	1	1	1	7
OG0002143	1	1	1	1	1	0	1	1	0	7
OG0002144	1	1	1	0	1	1	1	1	0	7
OG0002145	1	1	1	1	1	0	1	0	1	7
OG0002146	1	1	1	1	1	1	0	1	0	7
OG0002147	1	1	1	0	1	1	1	0	1	7
OG0002148	1	1	1	1	1	1	0	1	0	7
OG0002149	1	1	1	1	1	1	0	1	0	7
OG0002150	1	1	1	0	1	0	1	1	1	7
OG0002151	1	1	1	1	1	0	1	1	0	7
OG0002152	1	0	1	1	1	2	0	1	0	7
OG0002153	1	1	1	0	1	0	1	1	1	7
OG0002154	1	1	1	1	1	1	0	0	1	7
OG0002155	1	1	1	0	1	0	1	1	1	7
OG0002156	2	0	1	0	1	2	0	1	0	7
OG0002157	1	1	1	1	1	0	1	1	0	7
OG0002158	1	0	1	1	1	0	1	1	1	7
OG0002159	1	0	1	1	1	0	0	2	1	7
OG0002160	1	1	1	1	1	0	1	1	0	7
OG0002161	1	0	2	1	1	1	0	1	0	7
OG0002162	1	1	1	1	1	0	0	1	1	7
OG0002163	1	0	1	1	1	1	1	0	1	7
OG0002164	1	0	1	2	1	1	0	1	0	7
OG0002165	1	1	1	0	1	0	1	1	1	7
OG0002166	2	1	1	0	1	1	0	1	0	7
OG0002167	1	1	1	1	1	0	0	1	1	7
OG0002168	1	1	1	1	1	0	0	1	1	7
OG0002169	1	1	1	1	1	0	0	1	1	7
OG0002170	1	1	1	1	1	0	0	1	1	7
OG0002171	1	1	1	1	1	0	0	1	1	7
OG0002172	1	1	1	1	1	0	0	1	1	7
OG0002173	1	1	1	0	1	1	1	1	0	7
OG0002174	1	1	1	0	1	1	1	0	1	7
OG0002175	1	1	1	1	1	0	1	1	0	7
OG0002176	1	2	0	0	0	0	1	1	2	7
OG0002177	1	1	1	0	1	1	1	1	0	7
OG0002178	1	1	1	0	1	1	1	0	1	7
OG0002179	1	1	1	1	1	0	0	1	1	7
OG0002180	1	1	0	1	0	1	1	1	1	7
OG0002181	1	1	1	1	1	0	0	1	1	7
OG0002182	1	1	1	1	1	0	0	1	1	7
OG0002183	1	1	1	1	1	0	0	1	1	7
OG0002184	1	1	1	1	1	0	0	1	1	7
OG0002185	1	1	1	1	1	0	0	1	1	7
OG0002186	1	1	1	0	1	0	1	1	1	7
OG0002187	2	0	0	0	0	5	0	0	0	7
OG0002188	2	1	0	1	0	0	1	1	1	7
OG0002189	1	1	1	0	1	0	1	1	1	7
OG0002190	1	1	1	0	1	0	1	1	1	7
OG0002191	1	1	1	0	1	0	1	1	1	7
OG0002192	1	1	1	0	1	0	1	1	1	7
OG0002193	1	1	1	0	1	0	1	1	1	7
OG0002194	1	1	1	0	1	1	1	1	0	7
OG0002195	1	1	1	0	1	1	1	1	0	7
OG0002196	1	1	1	0	1	1	1	1	0	7
OG0002197	1	1	1	0	1	1	1	1	0	7
OG0002198	1	1	1	0	1	1	1	1	0	7
OG0002199	1	0	1	0	1	0	2	1	1	7
OG0002200	1	1	1	0	1	0	2	1	0	7
OG0002201	1	1	1	0	1	0	1	1	1	7
OG0002202	1	1	1	0	1	0	1	1	1	7
OG0002203	1	1	1	0	1	0	1	1	1	7
OG0002204	1	0	3	0	1	1	0	1	0	7
OG0002205	1	1	1	1	1	1	0	1	0	7
OG0002206	1	2	0	0	0	0	2	0	2	7
OG0002207	1	1	1	0	1	1	0	1	1	7
OG0002208	1	1	1	0	1	1	0	1	1	7
OG0002209	1	1	1	1	1	1	0	1	0	7
OG0002210	1	1	1	1	1	1	0	1	0	7
OG0002211	1	0	2	0	2	0	1	0	1	7
OG0002212	1	0	2	1	2	0	1	0	0	7
OG0002213	1	1	1	0	1	0	2	1	0	7
OG0002214	1	1	1	1	1	0	1	1	0	7
OG0002215	1	1	1	0	1	0	1	1	1	7
OG0002216	1	0	1	1	1	2	0	1	0	7
OG0002217	1	1	1	0	1	1	1	1	0	7
OG0002218	1	1	1	1	1	0	0	1	1	7
OG0002219	1	1	0	1	0	1	1	1	1	7
OG0002220	1	1	1	1	1	0	0	1	1	7
OG0002221	1	0	1	0	1	0	2	1	1	7
OG0002222	1	0	0	2	0	1	1	1	1	7
OG0002223	1	0	1	0	1	1	0	3	0	7
OG0002224	1	0	1	0	1	3	0	1	0	7
OG0002225	1	1	0	1	0	1	1	1	1	7
OG0002226	1	1	1	1	1	0	1	1	0	7
OG0002227	1	1	1	1	1	0	1	1	0	7
OG0002228	1	1	1	1	1	1	0	1	0	7
OG0002229	1	1	1	0	1	1	0	1	1	7
OG0002230	1	1	1	1	1	0	0	1	1	7
OG0002231	1	1	1	0	1	1	1	0	1	7
OG0002232	1	1	1	0	1	1	0	1	1	7
OG0002233	1	1	1	0	1	0	1	1	1	7
OG0002234	2	0	2	0	1	1	0	1	0	7
OG0002235	1	0	2	1	2	0	0	1	0	7
OG0002236	1	0	1	0	1	3	0	1	0	7
OG0002237	1	1	1	1	1	0	0	1	1	7
OG0002238	1	2	0	1	0	1	0	1	1	7
OG0002239	1	1	1	0	1	0	1	1	1	7
OG0002240	1	1	1	1	1	1	0	1	0	7
OG0002241	1	1	1	0	1	0	1	1	1	7
OG0002242	1	1	1	0	1	1	0	1	1	7
OG0002243	1	1	1	0	1	1	0	1	1	7
OG0002244	1	0	1	1	1	0	1	1	1	7
OG0002245	1	1	1	1	1	0	0	1	1	7
OG0002246	1	1	1	0	1	0	1	1	1	7
OG0002247	1	1	1	1	1	0	0	1	1	7
OG0002248	1	1	1	1	1	0	0	1	1	7
OG0002249	1	1	1	0	1	1	1	0	1	7
OG0002250	1	1	1	1	1	0	1	1	0	7
OG0002251	1	0	2	1	1	1	0	1	0	7
OG0002252	1	1	1	0	1	0	1	1	1	7
OG0002253	1	1	1	1	1	0	1	1	0	7
OG0002254	1	1	1	0	1	1	1	0	1	7
OG0002255	1	1	1	0	1	0	1	1	1	7
OG0002256	1	1	1	0	1	0	1	1	1	7
OG0002257	1	1	1	0	1	1	0	1	1	7
OG0002258	1	1	1	0	1	0	1	1	1	7
OG0002259	1	1	1	1	1	0	1	1	0	7
OG0002260	1	1	0	0	0	1	2	1	1	7
OG0002261	0	1	1	1	1	0	1	2	0	7
OG0002262	0	1	1	1	1	0	1	1	1	7
OG0002263	0	1	1	1	1	0	1	1	1	7
OG0002264	0	1	1	0	1	1	1	1	1	7
OG0002265	0	1	1	1	1	0	1	1	1	7
OG0002266	0	1	1	1	1	1	1	1	0	7
OG0002267	0	1	1	1	1	0	1	1	1	7
OG0002268	0	1	1	1	1	0	1	1	1	7
OG0002269	0	1	1	1	1	0	1	1	1	7
OG0002270	0	1	1	1	1	0	1	1	1	7
OG0002271	0	1	1	1	1	0	1	1	1	7
OG0002272	0	1	1	1	1	0	1	1	1	7
OG0002273	0	1	1	1	1	0	1	1	1	7
OG0002274	0	1	1	0	1	1	1	1	1	7
OG0002275	0	1	1	1	1	0	1	1	1	7
OG0002276	0	1	1	1	1	0	1	1	1	7
OG0002277	0	1	1	1	1	0	1	1	1	7
OG0002278	0	1	1	1	1	0	1	1	1	7
OG0002279	0	1	1	1	1	0	1	1	1	7
OG0002280	0	1	1	1	1	0	1	1	1	7
OG0002281	0	1	1	1	1	0	1	1	1	7
OG0002282	0	1	1	1	1	0	1	1	1	7
OG0002283	0	1	1	1	1	0	1	1	1	7
OG0002284	0	1	1	1	1	0	1	1	1	7
OG0002285	0	2	1	0	1	0	1	1	1	7
OG0002286	0	1	1	1	1	0	0	2	1	7
OG0002287	0	1	1	1	1	0	1	1	1	7
OG0002288	0	1	1	1	1	0	1	1	1	7
OG0002289	0	2	0	1	0	0	3	0	1	7
OG0002290	0	1	0	1	0	0	3	1	1	7
OG0002291	0	1	1	2	1	0	1	0	1	7
OG0002292	0	1	1	1	1	0	1	1	1	7
OG0002293	0	1	1	1	1	0	1	1	1	7
OG0002294	0	1	1	1	1	0	1	1	1	7
OG0002295	0	1	1	0	1	1	1	1	1	7
OG0002296	0	1	1	0	1	1	1	1	1	7
OG0002297	0	1	1	1	1	0	1	1	1	7
OG0002298	0	1	1	1	1	0	1	1	1	7
OG0002299	0	1	1	2	1	0	1	0	1	7
OG0002300	0	1	1	0	1	1	1	1	1	7
OG0002301	0	1	1	1	1	1	0	1	1	7
OG0002302	0	1	1	0	1	1	1	1	1	7
OG0002303	0	1	1	1	1	0	1	1	1	7
OG0002304	0	1	1	1	1	1	1	0	1	7
OG0002305	0	1	1	1	1	0	1	1	1	7
OG0002306	0	1	0	0	0	2	2	1	1	7
OG0002307	0	2	0	0	0	3	0	0	2	7
OG0002308	0	1	1	1	1	0	1	1	1	7
OG0002309	0	1	1	1	1	0	1	1	1	7
OG0002310	0	1	1	1	1	0	1	1	1	7
OG0002311	0	1	1	1	1	0	1	1	1	7
OG0002312	0	1	1	1	1	0	1	1	1	7
OG0002313	0	1	1	1	1	0	1	1	1	7
OG0002314	0	1	1	1	1	0	1	1	1	7
OG0002315	0	1	1	0	1	1	1	1	1	7
OG0002316	0	1	1	0	1	1	1	1	1	7
OG0002317	0	1	1	1	1	1	1	0	1	7
OG0002318	0	1	1	1	1	0	1	1	1	7
OG0002319	0	1	1	0	1	1	1	1	1	7
OG0002320	0	1	1	1	1	0	1	1	1	7
OG0002321	0	1	2	1	1	0	1	1	0	7
OG0002322	0	1	1	1	1	0	1	1	1	7
OG0002323	0	1	0	3	1	0	0	1	1	7
OG0002324	0	1	1	1	1	0	1	1	1	7
OG0002325	0	1	1	1	1	0	1	1	1	7
OG0002326	0	1	1	1	1	0	1	1	1	7
OG0002327	0	1	1	1	1	0	1	1	1	7
OG0002328	0	1	1	1	1	0	1	1	1	7
OG0002329	0	1	1	1	1	0	1	1	1	7
OG0002330	0	1	1	1	1	0	1	1	1	7
OG0002331	0	1	1	1	1	0	1	1	1	7
OG0002332	0	1	1	1	1	0	1	1	1	7
OG0002333	0	1	1	1	1	0	1	1	1	7
OG0002334	0	1	1	1	1	0	1	1	1	7
OG0002335	0	1	1	1	1	0	1	1	1	7
OG0002336	0	1	1	1	1	1	1	0	1	7
OG0002337	0	1	1	1	1	0	1	1	1	7
OG0002338	0	1	1	1	1	0	1	1	1	7
OG0002339	0	1	1	1	1	0	1	1	1	7
OG0002340	0	1	1	1	1	0	1	1	1	7
OG0002341	0	1	1	1	1	0	1	1	1	7
OG0002342	0	1	1	1	1	0	1	1	1	7
OG0002343	0	1	1	1	1	0	2	0	1	7
OG0002344	0	1	1	1	1	0	1	1	1	7
OG0002345	0	1	1	1	1	0	1	1	1	7
OG0002346	0	1	1	1	1	0	1	1	1	7
OG0002347	0	1	1	1	1	0	1	1	1	7
OG0002348	0	1	1	1	1	0	1	1	1	7
OG0002349	0	1	1	1	1	0	1	1	1	7
OG0002350	0	1	1	1	1	0	1	1	1	7
OG0002351	0	1	1	1	1	0	1	1	1	7
OG0002352	0	1	1	1	1	0	1	1	1	7
OG0002353	0	1	1	1	1	0	1	1	1	7
OG0002354	0	1	1	1	1	0	1	1	1	7
OG0002355	0	1	1	1	1	0	1	1	1	7
OG0002356	0	1	1	1	1	0	1	1	1	7
OG0002357	0	1	1	1	1	0	1	1	1	7
OG0002358	0	1	1	1	1	0	2	0	1	7
OG0002359	0	1	1	1	1	0	1	1	1	7
OG0002360	0	1	1	1	1	0	1	1	1	7
OG0002361	0	1	1	1	1	0	1	1	1	7
OG0002362	0	1	1	1	1	0	1	1	1	7
OG0002363	0	1	2	1	1	0	0	1	1	7
OG0002364	0	1	1	1	1	0	1	1	1	7
OG0002365	0	1	1	1	1	0	1	1	1	7
OG0002366	0	1	1	1	1	0	1	1	1	7
OG0002367	0	1	1	1	1	0	1	1	1	7
OG0002368	0	1	1	1	1	0	1	1	1	7
OG0002369	0	1	1	1	1	1	0	1	1	7
OG0002370	0	1	1	1	1	0	1	1	1	7
OG0002371	0	1	1	1	1	0	1	1	1	7
OG0002372	0	1	0	0	0	1	2	1	2	7
OG0002373	0	1	1	0	1	1	1	1	1	7
OG0002374	0	1	1	0	1	1	1	1	1	7
OG0002375	0	1	1	1	1	0	1	1	1	7
OG0002376	0	1	1	1	1	0	1	1	1	7
OG0002377	0	1	1	1	1	0	1	1	1	7
OG0002378	0	1	1	1	1	0	1	1	1	7
OG0002379	0	1	1	1	1	0	1	1	1	7
OG0002380	0	1	1	1	1	0	1	1	1	7
OG0002381	0	1	1	1	1	0	1	1	1	7
OG0002382	0	1	1	1	1	0	1	1	1	7
OG0002383	0	1	1	1	1	0	1	1	1	7
OG0002384	0	1	1	1	1	0	1	1	1	7
OG0002385	0	1	1	1	1	0	1	1	1	7
OG0002386	0	1	1	1	1	1	0	1	1	7
OG0002387	0	1	1	1	1	0	1	1	1	7
OG0002388	0	1	1	1	1	0	1	1	1	7
OG0002389	0	1	0	1	0	2	1	1	1	7
OG0002390	0	1	1	1	1	1	0	1	1	7
OG0002391	0	1	1	1	1	0	1	1	1	7
OG0002392	0	1	1	1	1	0	1	1	1	7
OG0002393	0	1	1	1	1	0	1	1	1	7
OG0002394	0	1	1	1	1	0	1	1	1	7
OG0002395	0	1	1	1	1	0	1	1	1	7
OG0002396	0	1	1	1	1	0	1	1	1	7
OG0002397	0	1	1	1	1	0	1	1	1	7
OG0002398	0	1	1	1	1	0	1	1	1	7
OG0002399	0	1	1	1	1	0	1	1	1	7
OG0002400	0	1	1	1	1	0	1	1	1	7
OG0002401	0	1	1	1	1	0	1	1	1	7
OG0002402	0	1	1	1	1	0	1	1	1	7
OG0002403	0	1	1	1	1	0	1	1	1	7
OG0002404	0	1	1	1	1	0	1	1	1	7
OG0002405	0	1	1	1	1	0	1	1	1	7
OG0002406	0	1	1	1	1	0	1	1	1	7
OG0002407	0	1	1	1	1	0	1	1	1	7
OG0002408	0	1	1	1	1	0	1	1	1	7
OG0002409	0	1	1	1	1	0	1	1	1	7
OG0002410	0	2	1	1	1	0	0	0	2	7
OG0002411	0	1	1	1	1	1	1	0	1	7
OG0002412	0	1	1	0	1	1	1	1	1	7
OG0002413	0	1	1	0	1	1	2	1	0	7
OG0002414	0	1	1	1	1	1	1	1	0	7
OG0002415	0	1	1	1	1	0	1	1	1	7
OG0002416	0	1	1	1	1	0	1	1	1	7
OG0002417	0	1	1	1	1	0	1	1	1	7
OG0002418	0	1	1	1	1	0	1	1	1	7
OG0002419	0	1	1	1	1	0	1	1	1	7
OG0002420	0	1	1	0	2	0	2	1	0	7
OG0002421	0	2	1	0	1	0	1	1	1	7
OG0002422	0	1	0	5	0	0	1	0	0	7
OG0002423	0	1	1	1	1	0	1	1	1	7
OG0002424	0	1	1	1	1	0	1	1	1	7
OG0002425	0	1	1	1	1	0	1	1	1	7
OG0002426	0	1	1	1	1	1	1	1	0	7
OG0002427	0	1	1	1	1	0	1	1	1	7
OG0002428	0	1	1	1	1	0	1	1	1	7
OG0002429	0	1	1	1	1	0	1	1	1	7
OG0002430	0	1	1	1	1	0	1	1	1	7
OG0002431	0	1	1	1	1	0	1	1	1	7
OG0002432	0	1	1	1	1	0	1	1	1	7
OG0002433	0	1	1	1	1	0	1	0	2	7
OG0002434	0	1	1	1	1	0	1	1	1	7
OG0002435	0	1	1	2	1	0	0	1	1	7
OG0002436	0	1	1	2	1	0	0	1	1	7
OG0002437	0	1	1	1	1	1	0	1	1	7
OG0002438	0	1	1	1	1	1	0	1	1	7
OG0002439	0	1	1	1	1	1	0	1	1	7
OG0002440	0	1	2	1	1	1	0	1	0	7
OG0002441	0	1	2	1	1	1	0	1	0	7
OG0002442	0	1	2	1	1	1	0	1	0	7
OG0002443	0	1	2	1	1	0	1	1	0	7
OG0002444	0	1	2	0	1	0	2	1	0	7
OG0002445	0	1	2	0	1	0	1	1	1	7
OG0002446	0	1	1	1	1	0	1	1	1	7
OG0002447	0	1	1	1	1	0	1	1	1	7
OG0002448	0	1	1	1	1	0	1	1	1	7
OG0002449	0	1	1	1	1	0	1	1	1	7
OG0002450	0	1	1	1	1	0	1	1	1	7
OG0002451	0	1	1	1	1	0	1	1	1	7
OG0002452	0	1	1	1	1	0	1	1	1	7
OG0002453	0	1	1	1	1	0	1	1	1	7
OG0002454	0	1	1	1	1	0	1	1	1	7
OG0002455	0	1	1	1	1	0	1	1	1	7
OG0002456	0	1	1	1	1	0	1	1	1	7
OG0002457	0	1	1	1	1	0	1	1	1	7
OG0002458	0	1	1	1	1	0	1	1	1	7
OG0002459	0	1	1	1	1	0	1	1	1	7
OG0002460	0	1	1	1	1	0	1	1	1	7
OG0002461	0	1	1	1	1	0	1	1	1	7
OG0002462	0	1	1	1	1	1	1	0	1	7
OG0002463	0	1	1	1	1	0	1	1	1	7
OG0002464	0	1	1	1	1	0	1	1	1	7
OG0002465	0	1	1	0	1	1	1	1	1	7
OG0002466	0	1	1	0	1	1	1	1	1	7
OG0002467	0	1	1	1	1	0	2	0	1	7
OG0002468	0	1	1	0	1	2	2	0	0	7
OG0002469	0	1	1	1	1	0	1	1	1	7
OG0002470	0	1	1	0	1	1	1	1	1	7
OG0002471	0	1	1	1	1	1	1	1	0	7
OG0002472	0	1	1	1	1	1	1	1	0	7
OG0002473	0	2	0	0	0	1	1	1	2	7
OG0002474	0	1	1	1	1	0	1	1	1	7
OG0002475	0	1	1	1	1	0	1	1	1	7
OG0002476	0	1	1	1	1	0	1	1	1	7
OG0002477	0	1	1	1	1	0	1	1	1	7
OG0002478	0	1	1	0	1	0	1	1	2	7
OG0002479	0	1	1	0	1	1	1	1	1	7
OG0002480	0	1	1	1	1	0	1	1	1	7
OG0002481	0	1	1	0	1	1	1	1	1	7
OG0002482	0	1	1	0	1	1	1	1	1	7
OG0002483	0	1	2	1	1	0	0	1	1	7
OG0002484	0	2	0	0	0	1	1	1	2	7
OG0002485	0	1	1	1	1	0	1	1	1	7
OG0002486	0	1	1	1	1	0	1	1	1	7
OG0002487	0	1	1	1	1	0	1	1	1	7
OG0002488	0	1	1	1	1	0	1	1	1	7
OG0002489	0	1	1	1	1	0	1	1	1	7
OG0002490	0	1	1	0	1	0	2	1	1	7
OG0002491	0	2	1	1	1	0	1	0	1	7
OG0002492	0	1	1	1	1	0	2	0	1	7
OG0002493	0	1	1	1	1	0	1	1	1	7
OG0002494	0	1	1	1	1	0	1	1	1	7
OG0002495	0	1	1	1	1	0	1	1	1	7
OG0002496	0	1	1	1	1	0	1	1	1	7
OG0002497	0	1	1	1	1	0	1	1	1	7
OG0002498	0	1	1	1	1	0	1	1	1	7
OG0002499	0	1	1	1	1	0	1	1	1	7
OG0002500	0	1	1	1	1	0	1	1	1	7
OG0002501	0	1	0	2	0	0	1	2	1	7
OG0002502	0	1	1	0	1	1	1	1	1	7
OG0002503	0	1	0	1	4	1	0	0	0	7
OG0002504	0	1	0	1	4	0	0	0	1	7
OG0002505	0	0	1	0	1	3	1	1	0	7
OG0002506	0	0	1	1	1	2	1	1	0	7
OG0002507	0	0	1	0	1	0	4	0	1	7
OG0002508	0	0	2	2	1	1	0	1	0	7
OG0002509	0	0	1	1	1	2	1	1	0	7
OG0002510	0	0	1	1	1	1	2	0	1	7
OG0002511	0	0	1	1	1	1	1	1	1	7
OG0002512	0	0	1	1	1	1	1	2	0	7
OG0002513	0	0	1	2	1	0	0	3	0	7
OG0002514	0	0	2	1	1	0	1	2	0	7
OG0002515	0	0	1	1	0	0	2	2	1	7
OG0002516	0	0	1	0	1	1	1	2	1	7
OG0002517	0	0	2	1	1	0	2	1	0	7
OG0002518	0	0	3	1	2	0	0	1	0	7
OG0002519	0	0	3	1	2	0	0	1	0	7
OG0002520	0	0	1	3	1	1	0	1	0	7
OG0002521	0	0	1	1	1	0	1	2	1	7
OG0002522	0	0	1	1	0	1	3	1	0	7
OG0002523	0	0	0	5	0	0	1	1	0	7
OG0002524	0	0	0	4	0	0	1	1	1	7
OG0002525	0	0	0	2	0	1	2	1	1	7
OG0002526	0	0	0	1	0	2	2	2	0	7
OG0002527	0	0	0	1	5	0	0	0	1	7
OG0002528	0	0	0	1	1	2	1	1	1	7
OG0002529	0	0	0	3	2	2	0	0	0	7
OG0002530	0	0	0	1	3	2	1	0	0	7
OG0002531	0	0	0	0	0	0	7	0	0	7
OG0002532	0	0	0	0	0	0	0	7	0	7
OG0002533	1	0	1	1	1	1	0	1	0	6
OG0002534	1	0	1	1	1	1	0	1	0	6
OG0002535	1	1	1	0	1	0	1	0	1	6
OG0002536	2	0	1	1	1	1	0	0	0	6
OG0002537	3	0	0	0	0	3	0	0	0	6
OG0002538	1	1	1	1	1	0	0	0	1	6
OG0002539	1	1	1	0	1	0	0	1	1	6
OG0002540	1	1	0	0	0	1	1	1	1	6
OG0002541	1	0	1	1	1	1	0	1	0	6
OG0002542	1	0	1	1	1	1	0	1	0	6
OG0002543	1	1	0	0	0	3	0	0	1	6
OG0002544	1	1	1	0	0	1	0	1	1	6
OG0002545	2	0	1	0	1	1	0	1	0	6
OG0002546	1	0	1	1	1	0	1	1	0	6
OG0002547	1	0	1	1	1	1	1	0	0	6
OG0002548	1	0	1	1	1	1	0	1	0	6
OG0002549	4	0	0	0	0	2	0	0	0	6
OG0002550	1	1	1	0	1	0	1	0	1	6
OG0002551	2	0	0	1	0	2	0	1	0	6
OG0002552	1	0	0	1	0	1	0	3	0	6
OG0002553	1	1	1	1	1	0	0	0	1	6
OG0002554	1	0	1	0	1	1	1	1	0	6
OG0002555	2	1	0	0	0	1	1	0	1	6
OG0002556	1	1	1	0	1	0	1	1	0	6
OG0002557	1	1	0	0	0	1	1	1	1	6
OG0002558	1	0	1	0	1	2	0	1	0	6
OG0002559	1	1	1	0	1	0	1	0	1	6
OG0002560	1	1	1	1	1	0	0	1	0	6
OG0002561	1	1	1	0	1	0	1	0	1	6
OG0002562	1	1	0	0	0	1	2	0	1	6
OG0002563	1	1	1	0	1	0	0	1	1	6
OG0002564	4	0	0	0	0	2	0	0	0	6
OG0002565	2	0	1	0	0	2	0	0	1	6
OG0002566	1	1	0	1	0	0	1	1	1	6
OG0002567	1	1	0	0	0	1	1	1	1	6
OG0002568	1	0	0	0	0	5	0	0	0	6
OG0002569	1	1	0	1	0	1	1	0	1	6
OG0002570	1	1	0	1	0	1	1	0	1	6
OG0002571	1	1	0	1	0	0	1	1	1	6
OG0002572	1	1	0	1	0	0	1	1	1	6
OG0002573	1	0	1	2	1	0	0	1	0	6
OG0002574	1	0	1	0	1	2	0	1	0	6
OG0002575	1	0	2	1	1	0	0	1	0	6
OG0002576	1	1	1	0	1	0	1	0	1	6
OG0002577	1	1	1	0	1	0	0	1	1	6
OG0002578	1	1	1	0	1	0	0	1	1	6
OG0002579	1	0	1	1	1	0	1	1	0	6
OG0002580	1	0	1	0	1	0	1	1	1	6
OG0002581	1	1	1	0	1	0	1	1	0	6
OG0002582	1	0	2	1	1	0	0	1	0	6
OG0002583	6	0	0	0	0	0	0	0	0	6
OG0002584	1	2	0	0	0	0	1	0	2	6
OG0002585	1	1	0	0	0	1	1	1	1	6
OG0002586	1	1	1	0	1	0	1	0	1	6
OG0002587	1	0	1	1	1	0	0	1	1	6
OG0002588	1	1	0	1	0	0	1	1	1	6
OG0002589	1	1	0	1	0	1	1	0	1	6
OG0002590	2	0	0	1	0	2	1	0	0	6
OG0002591	1	1	0	1	0	0	1	1	1	6
OG0002592	1	1	0	0	1	2	1	0	0	6
OG0002593	1	0	1	1	1	1	0	1	0	6
OG0002594	1	0	1	0	1	2	0	1	0	6
OG0002595	1	0	1	0	1	1	0	2	0	6
OG0002596	1	1	0	0	0	2	1	0	1	6
OG0002597	1	1	1	0	1	1	1	0	0	6
OG0002598	1	0	2	1	1	0	0	1	0	6
OG0002599	1	0	1	0	1	1	1	1	0	6
OG0002600	1	1	0	0	0	3	1	0	0	6
OG0002601	1	0	1	1	1	1	0	1	0	6
OG0002602	1	1	1	0	1	0	1	1	0	6
OG0002603	1	1	1	0	1	0	1	1	0	6
OG0002604	1	1	0	0	0	1	1	1	1	6
OG0002605	1	1	0	0	0	1	1	1	1	6
OG0002606	1	0	2	0	2	0	0	1	0	6
OG0002607	1	0	0	0	0	2	1	1	1	6
OG0002608	1	0	1	1	1	1	1	0	0	6
OG0002609	1	1	0	1	1	1	0	0	1	6
OG0002610	1	0	2	1	1	0	0	1	0	6
OG0002611	1	0	1	1	1	1	1	0	0	6
OG0002612	1	0	1	2	1	0	0	1	0	6
OG0002613	1	1	0	2	0	0	1	0	1	6
OG0002614	1	0	1	1	1	1	0	1	0	6
OG0002615	1	1	1	0	1	0	1	0	1	6
OG0002616	1	1	1	0	1	0	1	0	1	6
OG0002617	1	0	1	1	1	0	1	1	0	6
OG0002618	1	1	0	0	0	1	0	2	1	6
OG0002619	1	0	1	1	1	1	0	1	0	6
OG0002620	1	0	0	1	0	2	0	2	0	6
OG0002621	1	0	1	0	1	1	1	0	1	6
OG0002622	0	2	1	0	1	0	1	1	0	6
OG0002623	0	1	1	1	1	0	1	1	0	6
OG0002624	0	1	1	0	2	0	0	1	1	6
OG0002625	0	1	1	0	1	0	1	1	1	6
OG0002626	0	1	1	0	1	0	1	1	1	6
OG0002627	0	1	0	0	0	2	2	0	1	6
OG0002628	0	1	0	0	0	2	2	0	1	6
OG0002629	0	1	0	0	0	2	2	0	1	6
OG0002630	0	1	1	0	1	1	1	0	1	6
OG0002631	0	1	1	1	0	0	1	1	1	6
OG0002632	0	1	1	1	1	0	0	1	1	6
OG0002633	0	1	1	0	1	0	1	1	1	6
OG0002634	0	1	1	0	1	0	1	1	1	6
OG0002635	0	1	0	0	0	1	1	2	1	6
OG0002636	0	1	0	1	0	1	1	1	1	6
OG0002637	0	2	0	0	1	0	2	0	1	6
OG0002638	0	1	1	1	1	0	0	1	1	6
OG0002639	0	1	1	1	1	0	0	1	1	6
OG0002640	0	1	0	2	0	0	1	1	1	6
OG0002641	0	1	1	0	1	1	1	1	0	6
OG0002642	0	1	1	0	1	0	1	1	1	6
OG0002643	0	1	1	1	1	0	1	1	0	6
OG0002644	0	1	0	1	0	0	3	0	1	6
OG0002645	0	1	1	0	1	0	1	1	1	6
OG0002646	0	1	1	1	1	0	1	0	1	6
OG0002647	0	1	1	0	0	1	1	1	1	6
OG0002648	0	1	1	0	0	1	1	1	1	6
OG0002649	0	1	1	0	0	1	1	1	1	6
OG0002650	0	1	1	1	1	0	1	0	1	6
OG0002651	0	1	1	0	1	0	1	1	1	6
OG0002652	0	1	1	2	1	0	0	0	1	6
OG0002653	0	1	1	1	1	0	0	1	1	6
OG0002654	0	1	0	1	0	1	1	1	1	6
OG0002655	0	1	0	1	0	1	1	1	1	6
OG0002656	0	1	1	0	1	1	1	0	1	6
OG0002657	0	1	0	1	0	2	1	0	1	6
OG0002658	0	1	1	1	1	0	1	1	0	6
OG0002659	0	1	1	1	1	0	1	0	1	6
OG0002660	0	1	1	1	1	0	1	0	1	6
OG0002661	0	1	1	0	1	0	0	2	1	6
OG0002662	0	1	1	0	1	0	0	2	1	6
OG0002663	0	1	1	1	1	0	0	1	1	6
OG0002664	0	1	1	0	1	0	0	1	2	6
OG0002665	0	1	0	1	0	1	1	1	1	6
OG0002666	0	1	1	1	1	1	0	0	1	6
OG0002667	0	1	1	1	1	0	0	1	1	6
OG0002668	0	1	1	0	1	0	1	1	1	6
OG0002669	0	1	1	1	1	0	1	0	1	6
OG0002670	0	1	0	1	0	0	2	1	1	6
OG0002671	0	2	1	0	1	0	1	0	1	6
